[22/9/23, 17:25:44] Maga: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[22/9/23, 17:25:44] Antonio Murillo Sevillano: https://maps.app.goo.gl/Tdrzv5EpChmwDpRx7?g_st=iw
[12/10/23, 19:58:57] Maga: Y me dan 25?
[12/10/23, 19:59:12] Antonio Murillo Sevillano: si
[12/10/23, 19:59:23] Maga: Perezon
[12/10/23, 19:59:30] Maga: Yo gano 10 pavos
[12/10/23, 19:59:57] Antonio Murillo Sevillano: como?
[12/10/23, 20:00:00] Antonio Murillo Sevillano: es 50 pa los dos
[12/10/23, 20:00:04] Antonio Murillo Sevillano: 25
[12/10/23, 20:00:31] Maga: Si pero si tengo que poner 15
[12/10/23, 20:00:48] Maga: 25-15=10
[12/10/23, 20:00:52] Antonio Murillo Sevillano: mi colega el de las finanzas
[12/10/23, 20:00:59] Antonio Murillo Sevillano: el valor que gastas de 15 te lo quedas
[12/10/23, 20:01:02] Antonio Murillo Sevillano: por lo q realmente no es asi
[12/10/23, 20:01:10] Maga: Como?
[12/10/23, 20:01:16] Maga: Yo me hago rev
[12/10/23, 20:01:25] Maga: Y meto 15 pavos
[12/10/23, 20:01:27] Antonio Murillo Sevillano: dps hablamos q estoy en clase
[12/10/23, 20:01:36] Antonio Murillo Sevillano: y los gastas en cosas del dia a dia
[12/10/23, 20:01:43] Antonio Murillo Sevillano: la bodeguita
[12/10/23, 20:01:44] Maga: Po eso
[12/10/23, 20:01:47] Antonio Murillo Sevillano: un copa
[12/10/23, 20:01:51] Antonio Murillo Sevillano: cosas q te gastarias de todas formas
‎[13/10/23, 8:15:56] Maga: ‎<adjunto: 00001859-AUDIO-2023-10-13-08-15-56.opus>
[13/10/23, 8:44:18] Antonio Murillo Sevillano: Q es el infierno
[13/10/23, 8:44:33] Antonio Murillo Sevillano: JAJAJA
[13/10/23, 8:44:47] Antonio Murillo Sevillano: Habías bebido
[13/10/23, 8:44:49] Antonio Murillo Sevillano: ?
[13/10/23, 13:27:19] Maga: Al principio de la noche
[13/10/23, 13:27:24] Maga: No iba borraxo
[13/10/23, 13:27:32] Maga: Ni nada
[13/10/23, 13:27:50] Maga: La fiesta que yung beef hace en granada
[13/10/23, 13:27:57] Maga: Que se la ha traído para aca
[13/10/23, 13:28:32] Antonio Murillo Sevillano: Pero infierno no es la discoteca ?
[13/10/23, 13:28:36] Antonio Murillo Sevillano: Donde está?
[13/10/23, 13:30:06] Maga: No no es Ia fiesta
[13/10/23, 13:30:17] Maga: Se hizo en la sala la2
[13/10/23, 13:30:55] Antonio Murillo Sevillano: Ni zorra de cuál es la he
[13/10/23, 13:30:56] Antonio Murillo Sevillano: Vd
[13/10/23, 13:36:33] Maga: La que está conexa a la X
[13/10/23, 13:42:03] Antonio Murillo Sevillano: Ostia
[13/10/23, 13:42:06] Antonio Murillo Sevillano: Cómo q fuisteis en coche ?
‎[13/10/23, 13:43:34] Maga: ‎<adjunto: 00001878-AUDIO-2023-10-13-13-43-34.opus>
‎[13/10/23, 13:43:45] Maga: ‎<adjunto: 00001879-AUDIO-2023-10-13-13-43-45.opus>
[13/10/23, 13:44:31] Antonio Murillo Sevillano: Coleguitas de leblanc
[13/10/23, 13:45:11] Maga: No coño
[13/10/23, 13:45:19] Maga: Si fuimos con alvaro
[13/10/23, 13:45:20] Antonio Murillo Sevillano: Es coña
[13/10/23, 13:45:25] Maga: Que es colega mio
[13/10/23, 13:45:34] Antonio Murillo Sevillano: Digo q son todos del estilo
[13/10/23, 13:45:52] Antonio Murillo Sevillano: A ve q mas fanáticos mas tiene yung beef
[13/10/23, 13:46:07] Maga: Ah coño
[13/10/23, 13:46:08] Maga: Si
[13/10/23, 13:46:31] Antonio Murillo Sevillano: Yo mañana voy a Varsovia
‎[13/10/23, 13:47:05] Antonio Murillo Sevillano: ‎<adjunto: 00001890-AUDIO-2023-10-13-13-47-05.opus>
‎[13/10/23, 13:47:28] Antonio Murillo Sevillano: ‎<adjunto: 00001891-AUDIO-2023-10-13-13-47-28.opus>
[13/10/23, 13:47:41] Maga: Vaquilla
[13/10/23, 13:47:59] Maga: Como os tratan a los erasmus
[13/10/23, 13:48:05] Maga: Como quieren
[13/10/23, 13:48:25] Maga: Xq perdias los 30 pavos
‎[13/10/23, 13:50:36] Antonio Murillo Sevillano: ‎<adjunto: 00001896-AUDIO-2023-10-13-13-50-36.opus>
‎[13/10/23, 13:50:52] Antonio Murillo Sevillano: ‎<adjunto: 00001897-AUDIO-2023-10-13-13-50-52.opus>
[14/10/23, 1:46:46] Antonio Murillo Sevillano: He estado con ole
[14/10/23, 1:46:49] Antonio Murillo Sevillano: El colega de Olaf
[14/10/23, 1:46:52] Antonio Murillo Sevillano: Noruego
[14/10/23, 1:46:54] Antonio Murillo Sevillano: Te acuerdas ?
[14/10/23, 1:47:38] Antonio Murillo Sevillano: Me tengo q sentir mal por no hablarle respondido a maría desde las 10 y 50 hasta las 1 y 30 porque estaba con ole y con julio ?
[14/10/23, 1:47:43] Antonio Murillo Sevillano: Es que me siento mal
[14/10/23, 2:14:24] Maga: No
[14/10/23, 2:14:28] Maga: Si
[14/10/23, 2:14:38] Maga: Illo me parece muy basto
[14/10/23, 2:14:47] Maga: Pero a un nivel q no te haces una idea
[14/10/23, 2:15:01] Maga: Me parece cosas q pasan entra parejas gitanas de la esquina del gato
[14/10/23, 2:15:08] Maga: Es q no me entra en la puta cabeza
[14/10/23, 11:33:28] Antonio Murillo Sevillano: Ya
[14/10/23, 11:33:30] Antonio Murillo Sevillano: Yoqse
[14/10/23, 11:33:59] Antonio Murillo Sevillano: Al final fue ella la q no me hablo hasta las 6 am
[14/10/23, 11:34:08] Antonio Murillo Sevillano: Llega a ser al reves
[14/10/23, 11:34:09] Antonio Murillo Sevillano: Y se lía
[14/10/23, 11:39:35] Maga: Estas normalizando algo bien grave mano
[14/10/23, 11:49:32] Antonio Murillo Sevillano: Puede se
[14/10/23, 11:49:58] Maga: Como que puede se
[14/10/23, 11:50:09] Maga: Haz x cambiarlo
[14/10/23, 11:50:16] Antonio Murillo Sevillano: No ya
[14/10/23, 11:50:18] Antonio Murillo Sevillano: Si es cosa mía
[14/10/23, 11:50:22] Antonio Murillo Sevillano: No creo q se ráyase
[14/10/23, 11:51:22] Antonio Murillo Sevillano: Cómo son los giris
[14/10/23, 11:52:49] Antonio Murillo Sevillano: No comen algo a las 11 de la mañana y están esmayados
[14/10/23, 13:58:45] Maga: Ayer me di x primera vez con javi real
[14/10/23, 13:59:04] Antonio Murillo Sevillano: Darte ?
[14/10/23, 13:59:21] Maga: De piñas
[14/10/23, 13:59:24] Maga: Muay thai
[14/10/23, 13:59:32] Antonio Murillo Sevillano: La vd q la construcción de la frase es rara
[14/10/23, 13:59:39] Antonio Murillo Sevillano: Pensaba q de había peleado con el serio
[14/10/23, 13:59:44] Maga: Darse es pegarse
[14/10/23, 13:59:44] Antonio Murillo Sevillano: Y digo mi colega el más xill
[14/10/23, 13:59:50] Maga: Jajajajajaj
[14/10/23, 13:59:51] Maga: No no
[14/10/23, 13:59:52] Antonio Murillo Sevillano: Si bueno no es lo mismo en un bar
[14/10/23, 13:59:57] Maga: Deportivamente
[14/10/23, 13:59:59] Antonio Murillo Sevillano: Q en la clase de miau thay
[14/10/23, 14:00:03] Maga: Es buen chaval
[14/10/23, 14:00:05] Maga: La vd
[14/10/23, 14:00:05] Antonio Murillo Sevillano: Bien o q
‎[14/10/23, 14:00:44] Maga: ‎<adjunto: 00001940-AUDIO-2023-10-14-14-00-44.opus>
[14/10/23, 14:00:46] Antonio Murillo Sevillano: Se ha picado una señora en el tranvía xq estaba hablando con una italiana y ha dicho q los polacos eran rude
[14/10/23, 14:01:02] Maga: D donde era
[14/10/23, 14:01:14] Antonio Murillo Sevillano: No se
[14/10/23, 14:01:23] Antonio Murillo Sevillano: Si se ha picado es q era de aquí
‎[14/10/23, 14:01:32] Maga: ‎<adjunto: 00001945-AUDIO-2023-10-14-14-01-32.opus>
‎[14/10/23, 14:01:50] Maga: ‎<adjunto: 00001946-AUDIO-2023-10-14-14-01-50.opus>
[14/10/23, 14:04:58] Antonio Murillo Sevillano: Q estaba hablando con una italiana
[14/10/23, 14:05:03] Antonio Murillo Sevillano: Yo
[14/10/23, 14:05:10] Antonio Murillo Sevillano: Y la italiana ha dicho q polacos rude
[14/10/23, 14:07:09] Antonio Murillo Sevillano: Voy a tener q hablar como yo se
[14/10/23, 14:07:17] Antonio Murillo Sevillano: En san juanero
[15/10/23, 19:43:17] Maga: Que tal warsaw
‎[15/10/23, 19:44:18] Antonio Murillo Sevillano: ‎<adjunto: 00001953-STICKER-2023-10-15-19-44-18.webp>
[15/10/23, 19:44:35] Antonio Murillo Sevillano: Asin
[15/10/23, 19:44:41] Maga: Preso?
‎[15/10/23, 19:44:57] Antonio Murillo Sevillano: ‎<adjunto: 00001956-STICKER-2023-10-15-19-44-57.webp>
[15/10/23, 19:44:59] Maga: Quienes habéis ido
[15/10/23, 19:45:01] Antonio Murillo Sevillano: Mi giribateria
‎[15/10/23, 19:45:08] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:45:20] Maga: Ostia que wapo
‎[15/10/23, 19:45:20] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:45:26] Maga: El empire state
‎[15/10/23, 19:45:31] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:45:45] Maga: Folladon compadre
[15/10/23, 19:45:49] Maga: Es NT
‎[15/10/23, 19:45:50] Antonio Murillo Sevillano: ‎Video omitido
[15/10/23, 19:45:52] Maga: NY
‎[15/10/23, 19:46:07] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:46:24] Antonio Murillo Sevillano: Me he rascado y me he echo eso
[15/10/23, 19:46:24] Maga: Como te lo has hecho pajuelo
[15/10/23, 19:46:34] Antonio Murillo Sevillano: El chico ya estaba hecho
[15/10/23, 19:46:37] Maga: Rascandote con una rotaflex
[15/10/23, 19:46:38] Antonio Murillo Sevillano: El grande me he rascado
[15/10/23, 19:46:51] Maga: Podrias ser una tia xulisima
[15/10/23, 19:46:53] Antonio Murillo Sevillano: Y tengo los dedos como un gato hidráulico
‎[15/10/23, 19:47:17] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:47:18] Maga: Te tienes que dejar la chulla como la cabeza de una cigala
‎[15/10/23, 19:47:27] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:47:36] Maga: Tragaperras de plantas que potente
‎[15/10/23, 19:47:40] Antonio Murillo Sevillano: ‎imagen omitida
[15/10/23, 19:47:49] Maga: Si eres
‎[15/10/23, 19:47:51] Antonio Murillo Sevillano: ‎<adjunto: 00001982-PHOTO-2023-10-15-19-47-51.jpg>
[15/10/23, 19:48:10] Maga: Esta a jierro d wapo no???
[15/10/23, 19:48:41] Antonio Murillo Sevillano: No
[15/10/23, 19:48:44] Antonio Murillo Sevillano: El día de ayer feo
[15/10/23, 19:48:48] Antonio Murillo Sevillano: El de hoy más decente
[15/10/23, 19:48:53] Antonio Murillo Sevillano: Es q es muy grande Varsovia
[15/10/23, 19:48:56] Antonio Murillo Sevillano: Y quitando el centro
[15/10/23, 19:48:59] Maga: Y que
[15/10/23, 19:49:20] Antonio Murillo Sevillano: Parece los pajaritos si fuese comunista
[15/10/23, 19:49:34] Antonio Murillo Sevillano: Cracovia está mucho más sapo
[15/10/23, 19:49:37] Antonio Murillo Sevillano: Y es más barato
[15/10/23, 19:49:44] Antonio Murillo Sevillano: Aquí me duele un poco más comprar
[15/10/23, 19:51:44] Maga: Cuando t sientas asi compara con spain
‎[15/10/23, 19:52:10] Antonio Murillo Sevillano: ‎<adjunto: 00001995-AUDIO-2023-10-15-19-52-10.opus>
[15/10/23, 19:52:24] Antonio Murillo Sevillano: Esto no es prank
[15/10/23, 19:52:36] Antonio Murillo Sevillano: Estoy a nada de odiar a las mujeres y los extranjeros
[15/10/23, 19:52:39] Maga: Ya claro
[15/10/23, 19:52:43] Maga: Quienes habeis ido
[15/10/23, 19:52:47] Maga: Tu hulio y qn mas
‎[15/10/23, 19:53:01] Antonio Murillo Sevillano: ‎<adjunto: 00002001-AUDIO-2023-10-15-19-53-01.opus>
[15/10/23, 19:53:22] Maga: Que dani
[15/10/23, 19:53:27] Antonio Murillo Sevillano: Pangea
[15/10/23, 19:53:31] Maga: Guiris de donde
[15/10/23, 19:53:34] Antonio Murillo Sevillano: Q es amigo de Víctor marrón
[15/10/23, 19:53:34] Maga: No se quien es
[15/10/23, 19:53:42] Maga: Ni sorra creo
[15/10/23, 19:53:46] Antonio Murillo Sevillano: Q participó en lo q te come de Víctor marrón
[15/10/23, 19:53:55] Antonio Murillo Sevillano: En el interrail
[15/10/23, 19:54:02] Antonio Murillo Sevillano: Q se comieron a una entre los dos
[15/10/23, 19:54:05] Maga: Khe
[15/10/23, 19:54:09] Maga: Ahhhh
[15/10/23, 19:54:16] Maga: No se quien es igualment
[15/10/23, 19:54:35] Maga: De donde son las niña
‎[15/10/23, 19:54:47] Antonio Murillo Sevillano: ‎<adjunto: 00002015-AUDIO-2023-10-15-19-54-46.opus>
‎[15/10/23, 19:54:55] Antonio Murillo Sevillano: ‎<adjunto: 00002016-AUDIO-2023-10-15-19-54-55.opus>
[15/10/23, 19:55:25] Maga: Vaya ekipaso
[15/10/23, 19:55:34] Maga: Hay calidad pa cuando vaya su colega😝
[15/10/23, 19:55:35] Maga: ??
[15/10/23, 20:23:11] Antonio Murillo Sevillano: La vd q de primera pasada no me parecía calidad ninguna
[15/10/23, 20:23:53] Antonio Murillo Sevillano: Dps la primera vez q quedé con ellos la vd q la italiana q baila te gustaría
[15/10/23, 20:24:14] Antonio Murillo Sevillano: Es de las q te hace ir hasta Italia
[15/10/23, 20:55:06] Antonio Murillo Sevillano: Le he dicho al julito q se la haga
[15/10/23, 20:55:19] Antonio Murillo Sevillano: Pero estando yo delante e molto difficile
[15/10/23, 20:55:24] Antonio Murillo Sevillano: 😜
[15/10/23, 23:55:14] Maga: 😝😝😝😝
‎[15/10/23, 23:55:30] Maga: ‎<adjunto: 00002027-AUDIO-2023-10-15-23-55-30.opus>
[16/10/23, 21:32:22] Antonio Murillo Sevillano: Me da coraje q María se piense q cuando no le hablo de algn
[16/10/23, 21:32:43] Antonio Murillo Sevillano: Es porque estoy recreando 50 sombras de grey con ella
[16/10/23, 21:32:50] Antonio Murillo Sevillano: Y no q son npcs
[16/10/23, 22:20:19] Maga: Después te hablo que toy malillo
[16/10/23, 22:21:13] Antonio Murillo Sevillano: De q
[16/10/23, 22:21:21] Antonio Murillo Sevillano: Q te pasa
‎[16/10/23, 22:22:13] Maga: ‎<adjunto: 00002034-AUDIO-2023-10-16-22-22-13.opus>
‎[16/10/23, 22:22:24] Maga: ‎<adjunto: 00002035-AUDIO-2023-10-16-22-22-24.opus>
‎[16/10/23, 22:23:07] Maga: ‎imagen omitida
‎[16/10/23, 22:25:35] Maga: ‎<adjunto: 00002037-AUDIO-2023-10-16-22-25-35.opus>
‎[16/10/23, 22:25:57] Maga: ‎<adjunto: 00002038-AUDIO-2023-10-16-22-25-57.opus>
‎[16/10/23, 22:26:14] Maga: ‎<adjunto: 00002039-AUDIO-2023-10-16-22-26-14.opus>
‎[16/10/23, 22:26:34] Maga: ‎<adjunto: 00002040-AUDIO-2023-10-16-22-26-34.opus>
‎[16/10/23, 22:34:02] Maga: ‎<adjunto: 00002041-AUDIO-2023-10-16-22-34-02.opus>
‎[16/10/23, 22:34:13] Maga: ‎<adjunto: 00002042-AUDIO-2023-10-16-22-34-13.opus>
‎[16/10/23, 22:34:23] Maga: ‎<adjunto: 00002043-AUDIO-2023-10-16-22-34-23.opus>
‎[16/10/23, 22:34:54] Maga: ‎<adjunto: 00002044-AUDIO-2023-10-16-22-34-54.opus>
‎[16/10/23, 22:35:19] Maga: ‎<adjunto: 00002045-AUDIO-2023-10-16-22-35-19.opus>
[16/10/23, 22:42:03] Maga: No se mano
[16/10/23, 22:42:06] Maga: Pensandolo mas
[16/10/23, 22:42:17] Maga: Me recuerda a la situacion con amanda
[16/10/23, 22:42:20] Maga: No xq pase lo mismo
[16/10/23, 22:42:49] Maga: Si no porque miro atras y me da coraje no haber podido tomar yo una decision antes por miedo
[16/10/23, 22:42:56] Antonio Murillo Sevillano: Tiene razón en q Alomejor no haberle hablado de ninguna de las chavalas hace q piense q lo estoy ocultando
[16/10/23, 22:43:03] Maga: Y dejar que la situacion me pase
[16/10/23, 22:43:08] Maga: No se socio
[16/10/23, 22:43:08] Antonio Murillo Sevillano: Pero es literalmente porque son npcs
[16/10/23, 22:43:11] Maga: Aunq lo fuera
[16/10/23, 22:43:18] Antonio Murillo Sevillano: Solo le he hablado del francés bob Marley
[16/10/23, 22:43:18] Maga: No te tiens q justificar
[16/10/23, 22:43:23] Antonio Murillo Sevillano: Porque era el menos npc
[16/10/23, 22:43:27] Antonio Murillo Sevillano: Y me daba coraje
[16/10/23, 22:43:30] Maga: Y esto ya no es solo poe las xacalas
[16/10/23, 22:43:39] Antonio Murillo Sevillano: Es q no me se el nombre de ninguna Lituana
[16/10/23, 22:43:41] Maga: Lleva pasando días
[16/10/23, 22:43:54] Maga: Con esta razon o con otro
[16/10/23, 22:43:59] Antonio Murillo Sevillano: Ya ves
[16/10/23, 22:43:59] Antonio Murillo Sevillano: Esque con que los viera un minuto se daría cuenta
[16/10/23, 22:43:59] Antonio Murillo Sevillano: Y te dejaría en oaz
[16/10/23, 22:44:00] Maga: No te esta respetando
[16/10/23, 22:44:05] Antonio Murillo Sevillano: Lo q dice el julio
[16/10/23, 22:44:15] Maga: Si pero
[16/10/23, 22:44:16] Antonio Murillo Sevillano: Fíjate lo q lo tengo normalizo
[16/10/23, 22:44:19] Antonio Murillo Sevillano: Normalizado
[16/10/23, 22:44:21] Antonio Murillo Sevillano: Q no me enfado
[16/10/23, 22:44:23] Maga: Ni aunq fueran modelo
[16/10/23, 22:44:27] Maga: Que no es el caso ese
[16/10/23, 22:44:32] Maga: Es q no te esta respetando
[16/10/23, 22:44:39] Antonio Murillo Sevillano: Lo peor fue q el primer día q no me enfade fue porque se pensaba q estaba ocultando algo
[16/10/23, 22:45:01] Maga: Se entiende x lo menos pa mi q si yo estoy con alguien y se me pone delante irina digo qva la parien
[16/10/23, 22:45:12] Antonio Murillo Sevillano: Illo es q me lo ha dicho tantas veces ya
[16/10/23, 22:45:23] Antonio Murillo Sevillano: Q me parecería su realista q Dps de tantas veces de decirle q no lo hiciese
‎[16/10/23, 22:59:17] Maga: ‎<adjunto: 00002080-AUDIO-2023-10-16-22-59-17.opus>
[16/10/23, 23:01:22] Antonio Murillo Sevillano: A ve yo puedo contarle más cosas pa q esté mas segura
[16/10/23, 23:01:23] Antonio Murillo Sevillano: Yoqse
[16/10/23, 23:01:46] Maga: Que no lo tienes que solucionar tu
[16/10/23, 23:03:52] Antonio Murillo Sevillano: [23:02, 16/10/2023] María: perdon es que me pongo triste cuando pienso
[23:02, 16/10/2023] María: y no quiero que me tomen el pelo
[16/10/23, 23:04:07] Antonio Murillo Sevillano: Lo unico q me da coraje es tener q repetirlo tanto
[16/10/23, 23:04:13] Antonio Murillo Sevillano: y ya es q ni me da coraje
[16/10/23, 23:04:15] Antonio Murillo Sevillano: es como sin mas
[16/10/23, 23:04:23] Maga: Diselo
[16/10/23, 23:04:27] Maga: Que estas hasta los huevos
[16/10/23, 23:04:39] Maga: Y que como siga asi puede suponer un problema
[16/10/23, 23:04:41] Maga: Que confie
[16/10/23, 23:04:51] Antonio Murillo Sevillano: no voy a forzar esa pelea hoy
[16/10/23, 23:04:57] Antonio Murillo Sevillano: q viene el jueve
[16/10/23, 23:05:01] Maga: Y si no es capaz de confiar es porque alomejor no esta lista para estar en una relacion
[16/10/23, 23:05:06] Maga: Ya claro
[16/10/23, 23:05:13] Maga: Esq vaya putada mano
[16/10/23, 23:06:14] Antonio Murillo Sevillano: ya
[16/10/23, 23:06:15] Antonio Murillo Sevillano: no se
[16/10/23, 23:06:24] Antonio Murillo Sevillano: es complicado la vd
[16/10/23, 23:10:19] Antonio Murillo Sevillano: es q el eterno problema de esto es q no se qn tiene razon
[16/10/23, 23:10:23] Antonio Murillo Sevillano: pq tu solo ves mi parte
‎[16/10/23, 23:10:45] Maga: ‎<adjunto: 00002102-PHOTO-2023-10-16-23-10-45.jpg>
[16/10/23, 23:10:52] Maga: La fiebre me afecta de culo
[16/10/23, 23:10:59] Antonio Murillo Sevillano: [23:07, 16/10/2023] María: porque para mí no normalizas la situación
[23:07, 16/10/2023] María: me dijiste que yo te hacía sentir seguro y tú ibas a hacer lo mismo
[23:08, 16/10/2023] María: entiendo que no seas tan parlanchín como yo pero no sé
[23:08, 16/10/2023] María: no quiero estar así, es la segunda vez que te lo digo
[23:09, 16/10/2023] María: si vas a un viaje donde la mayoría son niñas y no sé de absolutamente nadie sólo de un francés y de tu amigo, piensa si debería desconfiar o no
[23:09, 16/10/2023] María: yo sé querer demasiado bien y pienso a veces que ese es mi problema
[23:10, 16/10/2023] María: pero problema mío no es, y me auto saboteo pensando que merezco que tengan más interés en mí, en que sepa cosas tuyas, en querer hablar conmigo
[23:10, 16/10/2023] María: y es que si lo veo es a ratos
[16/10/23, 23:11:03] Maga: A mi la destemplanza me nockea
[16/10/23, 23:11:36] Antonio Murillo Sevillano: tiene razon?
[16/10/23, 23:12:16] Maga: En parte puede
[16/10/23, 23:12:27] Maga: Pero se equivoca
[16/10/23, 23:12:32] Maga: Xq esta exigiendo
[16/10/23, 23:12:35] Maga: Mucho
[16/10/23, 23:12:39] Maga: Y muy seguido
[16/10/23, 23:12:52] Maga: Esq no confia en ti
[16/10/23, 23:13:51] Maga: No plenamente almens
[16/10/23, 23:13:53] Maga: No sw
[16/10/23, 23:14:05] Antonio Murillo Sevillano: illo
[16/10/23, 23:14:06] Antonio Murillo Sevillano: te juro
[16/10/23, 23:14:11] Maga: Esq su primera premisa es que si no aclaras el 100x100 de la historia son cuernos
[16/10/23, 23:14:13] Antonio Murillo Sevillano: q no dejo de hablarle de las niñas por ocultarle algo
[16/10/23, 23:14:26] Antonio Murillo Sevillano: es q de vd q me la pelan la mayoria
[16/10/23, 23:14:31] Maga: Que tampoco te tienes que hustufucar
[16/10/23, 23:14:35] Maga: Justificar
[16/10/23, 23:18:34] Maga: Estoy viendo doble
[16/10/23, 23:18:38] Maga: Como desenfocao
[16/10/23, 23:18:41] Maga: Es como fuck
[16/10/23, 23:18:48] Maga: Me he comido un peyote
[16/10/23, 23:20:54] Antonio Murillo Sevillano: perdon mano q estoy figtin
[16/10/23, 23:20:57] Antonio Murillo Sevillano: [23:19, 16/10/2023] María: hermano que te vayas de viaje y solo me menciones a los tíos habiendo 5 o 6 niñas
[23:19, 16/10/2023] María: llámame lokita loka
[23:20, 16/10/2023] María: que me digas que vas solo a una fiesta punk en una ciudad q no conoces
[23:20, 16/10/2023] María: sin haberme mencionado en ningún momento contacto femenino
[23:20, 16/10/2023] María: llámame lokita
[23:20, 16/10/2023] María: te puedo seguir diciendo cosas
[16/10/23, 23:21:05] Maga: No pasa na yo tambien
[17/10/23, 0:00:22] Maga: Felicidades mi hermano
[17/10/23, 0:00:33] Maga: Me gustaria estar mas sano para decirte algo mas bonito
[17/10/23, 0:00:41] Maga: But hittin las 0 zero
[17/10/23, 0:00:47] Maga: Stay safe
[17/10/23, 0:00:51] Maga: 💘💘💘💘
‎[17/10/23, 0:01:12] Maga: ‎imagen omitida
[17/10/23, 0:01:27] Maga: Este mf se va a dormir mañana hablamos
[17/10/23, 0:01:33] Maga: Te quierooo
[17/10/23, 1:38:15] Antonio Murillo Sevillano: Gracias broder
[17/10/23, 1:38:26] Antonio Murillo Sevillano: Te han dado tan fuerte q te han pegado algo
[17/10/23, 1:38:30] Antonio Murillo Sevillano: Yo tambn me voy a dormir
[17/10/23, 9:53:22] Antonio Murillo Sevillano: como stas?
[17/10/23, 9:57:47] Antonio Murillo Sevillano: no se como lo he hecho pero he empezado dos cumpleaños seguido peleando
[17/10/23, 11:42:07] Maga: Qué coño me acabo de levantar
[17/10/23, 11:42:12] Maga: Creia que eran las 9
[17/10/23, 12:24:50] Antonio Murillo Sevillano: Disfrute
[17/10/23, 12:27:07] Maga: Anti disfrute
[17/10/23, 12:27:14] Maga: Que tal el bertday
[17/10/23, 13:31:20] Antonio Murillo Sevillano: ps he cocinado kilo 750 de carne
[17/10/23, 13:35:40] Antonio Murillo Sevillano: Y esta tarde me compraré un dulce pa animarme
[17/10/23, 13:35:45] Antonio Murillo Sevillano: Y q no parezca un día normal
[17/10/23, 13:35:48] Antonio Murillo Sevillano: Q hoy es día bajo a
[17/10/23, 13:35:51] Antonio Murillo Sevillano: Bajona
[17/10/23, 13:55:21] Antonio Murillo Sevillano: Stoy en class
[17/10/23, 13:54:37] Maga: ‎Videollamada perdida
‎[17/10/23, 13:55:34] Antonio Murillo Sevillano: ‎imagen omitida
[17/10/23, 13:55:35] Maga: Shitttt
[17/10/23, 13:56:10] Maga: Eres el unico erasmus polako q estudia
[17/10/23, 13:57:29] Antonio Murillo Sevillano: No es x gusto 😔
[17/10/23, 13:57:38] Maga: Imagino
[17/10/23, 13:57:44] Maga: Pero vaya putada mano
[17/10/23, 14:26:42] Antonio Murillo Sevillano: A ve
[17/10/23, 14:26:48] Antonio Murillo Sevillano: Los viernes no tengo clases
[17/10/23, 14:26:53] Antonio Murillo Sevillano: Y los miercoles solo bna
[17/10/23, 14:26:54] Antonio Murillo Sevillano: Stoy xill
[17/10/23, 14:26:56] Antonio Murillo Sevillano: Depende
[17/10/23, 16:35:15] Maga: Luego te llamo
[17/10/23, 16:35:24] Maga: Que tengo clase
[17/10/23, 16:35:30] Antonio Murillo Sevillano: Va
‎[17/10/23, 16:35:34] Antonio Murillo Sevillano: ‎<adjunto: 00002168-PHOTO-2023-10-17-16-35-33.jpg>
[17/10/23, 16:35:37] Antonio Murillo Sevillano: Disfrute
[17/10/23, 16:38:27] Maga: Mi brodel livin en el pais de las maravillas
‎[17/10/23, 16:39:06] Antonio Murillo Sevillano: ‎imagen omitida
[17/10/23, 16:39:28] Antonio Murillo Sevillano: Alicia no tenía eso
[17/10/23, 16:40:06] Maga: Me creia que iba a ser un pitillio
[17/10/23, 23:17:59] Maga: Quien se ha olvidao d tu berdey
[17/10/23, 23:19:08] Antonio Murillo Sevillano: Más fasi desi qn se ha acordado
[17/10/23, 23:19:27] Maga: Cuantos nos hemos acordao
[17/10/23, 23:19:31] Maga: Cuantos Gs
[17/10/23, 23:19:37] Maga: He sio el primero obv
[17/10/23, 23:20:42] Antonio Murillo Sevillano: Orosa lagares Alberto uno de mi carrera maría y hasta
[17/10/23, 23:20:44] Antonio Murillo Sevillano: Yasta
[17/10/23, 23:20:45] Antonio Murillo Sevillano: Reals
[17/10/23, 23:21:01] Maga: Ostia
[17/10/23, 23:21:11] Maga: Lista escasa
[18/10/23, 0:02:19] Maga: Belen le ha dao mg a la historia
‎[18/10/23, 0:02:25] Maga: ‎<adjunto: 00002185-STICKER-2023-10-18-00-02-25.webp>
‎[18/10/23, 0:05:24] Antonio Murillo Sevillano: ‎<adjunto: 00002186-AUDIO-2023-10-18-00-05-24.opus>
[18/10/23, 0:05:31] Antonio Murillo Sevillano: Esa foto es muy bomba
[18/10/23, 0:05:42] Antonio Murillo Sevillano: Algún día tengo que subirla a la normal algún día
[18/10/23, 0:05:44] Antonio Murillo Sevillano: Esa o la otra
[18/10/23, 0:05:46] Antonio Murillo Sevillano: Means mucho
[18/10/23, 0:05:54] Maga: Belen foto
[18/10/23, 0:05:57] Maga: No?
